RUBRO_KEY;SUB_RUBRO_AGRUPADO;RUBRO_AGRUPADO;Columna1;Columna2;Columna3;AGRUPADO_NUEVO;AGRUPACION IC
2092;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2093;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2094;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2095;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2096;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2097;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2098;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2099;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2100;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2101;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2102;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2103;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2104;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;ENTES GUBERNAM/P.DE AHORRO PREVIO;OTROS;1;OTROS;OTROS
2105;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2106;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2366;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
2367;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2376;COMBUSTIBLE;AUTOMOVIL;COMBUSTIBLE;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
2377;SERV. CONTRATADOS;HOGAR;SERV. CONTRATADOS;HOGAR;1;HOGAR;HOGAR
2378;ARTICULOS;HOGAR;ARTICULOS;HOGAR;1;HOGAR;HOGAR
2379;PAGO PUNTUAL CUPON/PRES.TARJETA;PAGO_DE_SERVICIOS;PAGO PUNTUAL CUPON/PRES.TARJETA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2380;D.A. A.C.A. CUOTA SOCIAL;OTROS;D.A. A.C.A. CUOTA SOCIAL;OTROS;1;OTROS;OTROS
2381;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2382;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2383;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2384;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2385;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2386;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;SOLICITUD DIRECTA;PAGO_DE_SERVICIOS;1;TURISMO;TURISMO
2387;PROMOCIONES;OTROS;PROMOCIONES;OTROS;1;OTROS;OTROS
2388;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2389;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2390;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2391;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2392;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2393;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2394;TELEFONIA;PAGO_DE_SERVICIOS;TELEFONIA;PAGO_DE_SERVICIOS;1;HOGAR;HOGAR
2414;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
2415;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
2416;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
2417;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
2418;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
2419;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2420;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2421;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2422;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2423;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2424;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2425;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2426;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2427;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2428;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2429;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2446;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;PAGO PUNTUAL TELEFONICO;PAGO_DE_SERVICIOS;1;AUTOMOVIL;AUTOMOVIL
2448;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2470;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2471;BIENES Y SERVICIOS DIVERSOS;OTROS;BIENES Y SERVICIOS DIVERSOS;OTROS;1;OTROS;OTROS
2472;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2485;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2486;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2487;E-COMMERCE;VENTA_TELEFONICA;E-COMMERCE;VENTA_TELEFONICA;1;OTROS;OTROS
2488;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2489;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
2490;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2491;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2492;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
2493;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2494;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2495;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
2496;COMESTIBLES;GASTRONOMIA;COMESTIBLES;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
2497;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2498;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2499;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2500;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2501;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2502;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2503;OTROS;PAGO_DE_SERVICIOS;OTROS;PAGO_DE_SERVICIOS;1;OTROS;OTROS
2504;OTROS;OTROS;OTROS;OTROS;1;OTROS;OTROS
