RUBRO_KEY;SUB_RUBRO_AGRUPADO;RUBRO_AGRUPADO;Columna1;Columna2;Columna3;AGRUPADO_NUEVO;AGRUPACION IC
2;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
3;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
4;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
5;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
6;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
7;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
8;TRANSPORTE AEREO;TURISMO;TRANSPORTE AEREO;TURISMO;1;TURISMO;TURISMO
9;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
10;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
11;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
12;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
13;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
14;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
15;TRANSPORTE TERRESTRE;TURISMO;TRANSPORTE TERRESTRE;TURISMO;1;TURISMO;TURISMO
16;TRANSPORTE MARITIMO;TURISMO;TRANSPORTE MARITIMO;TURISMO;1;TURISMO;TURISMO
17;TRANSPORTE MARITIMO;TURISMO;TRANSPORTE MARITIMO;TURISMO;1;TURISMO;TURISMO
18;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
19;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
20;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
21;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
22;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
23;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
24;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
25;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
26;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
27;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
28;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
29;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
30;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
31;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
32;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
33;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
34;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
35;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
36;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
37;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
38;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
39;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;ARTICULOS Y SERVICIOS PARA EL AUTOMOTOR;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
40;COMBUSTIBLE;AUTOMOVIL;COMBUSTIBLE;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
41;COMBUSTIBLE;AUTOMOVIL;COMBUSTIBLE;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
42;COMBUSTIBLE;AUTOMOVIL;COMBUSTIBLE;AUTOMOVIL;1;AUTOMOVIL;AUTOMOVIL
43;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
44;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
45;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
46;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
47;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
48;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
49;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
50;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
51;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
52;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
53;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
54;HOSPEDAJES;TURISMO;HOSPEDAJES;TURISMO;1;TURISMO;TURISMO
55;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
56;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
57;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
58;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
59;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
60;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
61;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
62;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
63;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
64;CASAS DE COMIDAS;GASTRONOMIA;CASAS DE COMIDAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
65;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
66;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
67;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
68;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
69;CONFITERIAS - WHISKERIAS;GASTRONOMIA;CONFITERIAS - WHISKERIAS;GASTRONOMIA;1;GASTRONOMIA;GASTRONOMIA
70;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
71;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
72;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
73;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
74;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
75;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
76;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
77;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
78;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
79;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
80;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
81;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
82;AMOBLAMIENTOS;HOGAR;AMOBLAMIENTOS;HOGAR;1;HOGAR;HOGAR
83;DECORACION;HOGAR;DECORACION;HOGAR;1;HOGAR;HOGAR
84;DECORACION;HOGAR;DECORACION;HOGAR;1;HOGAR;HOGAR
85;DECORACION;HOGAR;DECORACION;HOGAR;1;HOGAR;HOGAR
86;DECORACION;HOGAR;DECORACION;HOGAR;1;HOGAR;HOGAR
87;DECORACION;HOGAR;DECORACION;HOGAR;1;HOGAR;HOGAR
88;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
89;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
90;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
91;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
92;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
93;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
94;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
95;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
96;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
97;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
98;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
99;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
100;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
101;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
102;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
103;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
104;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
105;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
106;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
107;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
108;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
109;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
110;ARTICULOS DE VESTIR;INDUMENTARIA;ARTICULOS DE VESTIR;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
111;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
112;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
113;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
114;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
115;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
116;CALZADOS;INDUMENTARIA;CALZADOS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
117;SERVICIOS Y ART. PERSONALES;SERVICIOS;SERVICIOS Y ART. PERSONALES;SERVICIOS;1;OTROS;OTROS
118;SERVICIOS Y ART. PERSONALES;SERVICIOS;SERVICIOS Y ART. PERSONALES;SERVICIOS;1;OTROS;BELLEZA
119;PELUQUERIAS;SERVICIOS;PELUQUERIAS;SERVICIOS;1;OTROS;BELLEZA
120;PELUQUERIAS;SERVICIOS;PELUQUERIAS;SERVICIOS;1;OTROS;BELLEZA
121;PELUQUERIAS;SERVICIOS;PELUQUERIAS;SERVICIOS;1;OTROS;BELLEZA
122;PELUQUERIAS;SERVICIOS;PELUQUERIAS;SERVICIOS;1;OTROS;BELLEZA
123;SERVICIOS Y ART. PERSONALES;SERVICIOS;SERVICIOS Y ART. PERSONALES;SERVICIOS;1;OTROS;BELLEZA
124;OTROS;INDUMENTARIA;OTROS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
125;OTROS;INDUMENTARIA;OTROS;INDUMENTARIA;1;INDUMENTARIA;INDUMENTARIA
126;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
127;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
128;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
129;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
130;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
131;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
132;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
133;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
134;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
135;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
136;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
137;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
138;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
139;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
140;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
141;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
142;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
143;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;OTROS
144;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
145;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
146;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
147;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;ESPECTACULOS Y ACTIVIDADES RECREATIVAS;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
148;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
149;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;ENTRETENIMIENTO Y RECREACION
150;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;OTROS
151;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;OTROS
152;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;OTROS
153;JUEGOS/JUGUETES/HOBBIES;OTROS;JUEGOS/JUGUETES/HOBBIES;OTROS;1;OTROS;OTROS
154;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
155;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
156;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
157;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
158;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
159;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
160;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
161;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
162;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
163;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
164;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
165;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
166;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
167;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
168;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
169;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
170;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
171;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
172;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
173;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
174;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;EDUCACION
175;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;EDUCACION
176;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;EDUCACION
177;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;EDUCACION
178;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
179;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
180;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
181;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;SALUD
182;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
183;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
184;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
185;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
186;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
187;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
188;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
189;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
190;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;EDUCACION
191;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
192;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
193;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
194;SERVICIOS PROFESIONALES;OTROS;SERVICIOS PROFESIONALES;OTROS;1;OTROS;OTROS
195;AVISOS PUBLICITARIOS;OTROS;AVISOS PUBLICITARIOS;OTROS;1;OTROS;OTROS
196;AVISOS PUBLICITARIOS;OTROS;AVISOS PUBLICITARIOS;OTROS;1;OTROS;OTROS
197;AVISOS PUBLICITARIOS;OTROS;AVISOS PUBLICITARIOS;OTROS;1;OTROS;OTROS
198;AVISOS PUBLICITARIOS;OTROS;AVISOS PUBLICITARIOS;OTROS;1;OTROS;OTROS
